Timestamp,Open,High,Low,Close,Volume
2017-08-17 04:00:00,301.13,302.57,298.0,301.61,125.66877
2017-08-17 08:00:00,301.61,309.97,300.0,308.62,1587.03457
2017-08-17 12:00:00,308.62,312.0,307.78,308.62,1428.75337
2017-08-17 16:00:00,308.62,312.18,298.21,308.0,2077.07066
2017-08-17 20:00:00,308.0,311.53,298.96,304.79,883.66366
2017-08-18 00:00:00,304.79,310.85,297.4,301.19,1429.78489
2017-08-18 04:00:00,300.08,306.47,295.19,301.8,1633.65556
2017-08-18 08:00:00,301.8,310.85,300.0,304.23,1601.42563
2017-08-18 12:00:00,304.23,311.79,303.22,308.47,1287.94749
2017-08-18 16:00:00,307.17,309.66,295.64,299.21,1374.78649
2017-08-18 20:00:00,297.5,299.21,287.37,291.87,1964.9665
2017-08-19 00:00:00,291.87,297.15,283.94,295.44,1259.80071
2017-08-19 04:00:00,297.15,299.84,291.87,291.87,239.18407
2017-08-19 08:00:00,297.17,299.9,287.0,288.4,340.67489
2017-08-19 12:00:00,287.66,293.17,278.0,290.85,1156.97923
2017-08-19 16:00:00,290.16,290.16,283.0,286.14,183.92461
2017-08-19 20:00:00,286.19,295.0,284.16,290.31,79.24439
2017-08-20 00:00:00,289.9,294.9,286.91,287.0,75.73397
2017-08-20 04:00:00,287.4,292.42,285.96,288.3,59.51503
2017-08-20 08:00:00,288.3,295.98,282.85,295.98,405.12493
2017-08-20 12:00:00,292.59,296.92,292.59,296.92,138.59143
2017-08-20 16:00:00,296.39,297.92,292.28,296.46,84.03587999999999
2017-08-20 20:00:00,296.46,300.53,293.63,297.27,547.61238
2017-08-21 00:00:00,297.27,300.9,295.19,300.7,1630.38097
2017-08-21 04:00:00,300.7,304.83,294.6,303.91,628.79731
2017-08-21 08:00:00,303.91,329.49,303.91,318.72,634.42293
2017-08-21 12:00:00,317.86,333.66,312.6,331.3,280.68952
2017-08-21 16:00:00,331.3,346.52,328.68,338.33,1409.54052
2017-08-21 20:00:00,337.95,342.72,316.82,325.28,1727.61338
2017-08-22 00:00:00,324.05,330.41,316.12,323.04,574.06442
2017-08-22 04:00:00,323.04,325.07,144.21,287.0,553.1795
2017-08-22 08:00:00,287.0,310.24,279.96,299.82,1073.83645
2017-08-22 12:00:00,301.09,313.16,300.3,311.23,2331.73245
2017-08-22 16:00:00,306.66,320.24,301.48,317.74,1540.48415
2017-08-22 20:00:00,316.24,320.76,305.66,310.19,1099.97019
2017-08-23 00:00:00,310.27,313.99,305.08,312.45,1153.73009
2017-08-23 04:00:00,310.56,324.99,310.56,323.0,1318.0116
2017-08-23 08:00:00,320.73,323.3,315.35,322.07,1334.4263
2017-08-23 12:00:00,319.74,324.51,313.75,316.96,1493.81963
2017-08-23 16:00:00,316.96,319.32,313.81,318.85,2298.30271
2017-08-23 20:00:00,318.39,322.34,312.05,313.75,1326.20541
2017-08-24 00:00:00,314.74,319.47,313.78,317.44,972.7616399999999
2017-08-24 04:00:00,315.52,319.47,314.01,316.45,1037.06052
2017-08-24 08:00:00,316.46,322.36,316.14,320.32,1106.48507
2017-08-24 12:00:00,320.32,328.04,316.14,322.0,1729.02411
2017-08-24 16:00:00,319.01,326.79,318.97,322.0,994.40286
2017-08-24 20:00:00,322.0,325.35,318.97,320.04,843.835
2017-08-25 00:00:00,320.04,327.81,318.97,325.54,1247.37108
2017-08-25 04:00:00,327.8,331.35,324.41,331.35,1245.30877
2017-08-25 08:00:00,331.34,335.0,328.69,334.17,1109.77697
2017-08-25 12:00:00,332.68,335.41,327.4,330.7,2229.46936
2017-08-25 16:00:00,333.32,338.28,330.67,334.77,812.00136
2017-08-25 20:00:00,336.35,337.0,324.9,330.98,748.6202499999999
2017-08-26 00:00:00,327.8,332.27,326.25,328.26,649.10628
2017-08-26 04:00:00,332.26,332.26,323.41,324.72,612.52159
2017-08-26 08:00:00,323.56,330.73,323.55,328.82,1060.66488
2017-08-26 12:00:00,330.63,331.25,325.1,330.11,900.81383
2017-08-26 16:00:00,326.14,335.44,324.06,330.38,865.4802500000001
2017-08-26 20:00:00,330.38,334.17,326.79,331.12,860.53726
2017-08-27 00:00:00,331.12,336.55,329.33,334.37,769.0588
2017-08-27 04:00:00,334.37,338.29,330.79,334.84,937.20328
2017-08-27 08:00:00,337.52,337.52,331.61,334.48,654.81828
2017-08-27 12:00:00,332.0,338.42,330.73,333.57,770.13429
2017-08-27 16:00:00,333.57,336.99,332.21,334.83,780.24959
2017-08-27 20:00:00,336.5,341.47,334.67,340.36,788.07204
2017-08-28 00:00:00,340.36,351.0,337.13,345.87,599.8220699999999
2017-08-28 04:00:00,346.6,350.85,331.95,338.54,1083.36449
2017-08-28 08:00:00,338.54,341.92,333.79,339.5,726.70445
2017-08-28 12:00:00,338.34,344.86,336.54,341.76,567.11409
2017-08-28 16:00:00,347.33,347.41,340.66,343.2,689.78327
2017-08-28 20:00:00,343.2,347.42,340.49,342.29,651.0599
2017-08-29 00:00:00,342.4,349.55,342.16,348.98,367.51151
2017-08-29 04:00:00,349.83,353.23,347.06,351.68,241.40422999999998
2017-08-29 08:00:00,351.73,360.79,350.72,355.22,414.6982
2017-08-29 12:00:00,356.2,367.13,356.2,358.42,538.27401
2017-08-29 16:00:00,362.0,369.41,360.0,368.16,795.84029
2017-08-29 20:00:00,368.16,374.13,365.65,370.77,783.62662
2017-08-30 00:00:00,370.79,377.6,367.37,371.6,359.38894
2017-08-30 04:00:00,371.6,380.81,371.0,380.81,261.18916
2017-08-30 08:00:00,376.6,393.71,374.3,377.23,439.16615
2017-08-30 12:00:00,375.7,385.33,362.05,382.01,1622.84653
2017-08-30 16:00:00,382.01,383.64,374.22,383.18,886.08686
2017-08-30 20:00:00,383.18,389.8,382.02,385.0,665.57082
2017-08-31 00:00:00,385.99,386.25,380.69,381.98,569.52328
2017-08-31 04:00:00,381.98,385.94,377.78,385.5,759.72346
2017-08-31 08:00:00,384.04,385.91,379.0,381.87,380.4949
2017-08-31 12:00:00,381.96,387.42,378.85,387.41,919.31972
2017-08-31 16:00:00,387.0,389.36,383.47,386.69,864.48236
2017-08-31 20:00:00,384.86,388.25,383.13,384.42,844.4554
2017-09-01 00:00:00,384.42,388.74,384.33,388.74,684.92279
2017-09-01 04:00:00,388.69,394.39,387.53,390.33,724.77813
2017-09-01 08:00:00,388.92,393.08,383.18,389.68,889.60993
2017-09-01 12:00:00,389.97,392.0,387.01,388.8,800.09559
2017-09-01 16:00:00,390.0,391.47,385.88,388.36,896.95519
2017-09-01 20:00:00,389.67,394.02,387.11,388.49,607.34653
2017-09-02 00:00:00,388.59,394.32,388.08,394.32,172.38332
2017-09-02 04:00:00,392.02,392.02,373.66,375.75,1121.66538
2017-09-02 08:00:00,376.86,377.5,347.0,355.42,1933.36619
2017-09-02 12:00:00,353.54,361.52,350.42,351.92,1297.0766
2017-09-02 16:00:00,354.16,357.58,327.09,336.97,1792.25026
2017-09-02 20:00:00,336.97,345.27,325.63,325.63,1294.85757
2017-09-03 00:00:00,327.16,351.63,320.08,347.8,985.58343
2017-09-03 04:00:00,349.11,359.01,340.2,355.21,954.05785
2017-09-03 08:00:00,353.58,367.28,353.32,356.0,857.45549
2017-09-03 12:00:00,355.61,356.0,330.07,343.0,1142.0892
2017-09-03 16:00:00,341.42,348.22,320.08,332.02,1434.21
2017-09-03 20:00:00,337.81,347.73,333.29,342.37,433.03561
2017-09-04 00:00:00,340.43,346.71,333.01,333.09,267.26258
2017-09-04 04:00:00,334.84,339.77,327.35,330.0,467.29667
2017-09-04 08:00:00,330.01,338.97,270.0,302.37,2198.35111
2017-09-04 12:00:00,297.28,314.27,273.02,280.03,1535.02938
